dataset_id,artifact_file,task_type,target_column,model_type,status,error,accuracy,precision,recall,f1_score,test_samples,n_classes,is_binary,resolved_dataset_path,model_path,executed_tools,tool_flow,task,train_accuracy,test_accuracy,overfitting_gap,training_samples,features,model_saved,test_indices_file,r2_score,mse,rmse,mae,mape,train_r2,test_r2,model,evaluation_method,suspicious,difficulty,pipeline_variant
classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data_cleaned,classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data_cleaned__variant_01_of_05.json,classification,diabetes,logistic,success,,0.8286,0.8519,0.92,0.8846,35.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/himanshunakrani_naive-bayes-classification-data/Naive-Bayes-Classification-Data_cleaned.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data_cleaned.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False,easy,
classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data_cleaned,classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data_cleaned__variant_02_of_05.json,classification,,,success,,,,,,,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/himanshunakrani_naive-bayes-classification-data/Naive-Bayes-Classification-Data_cleaned.csv,,0.0,[],,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False,easy,
classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data_cleaned,classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data_cleaned__variant_03_of_05.json,classification,diabetes,logistic,success,,0.8286,0.8519,0.92,0.8846,35.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/himanshunakrani_naive-bayes-classification-data/Naive-Bayes-Classification-Data_cleaned.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data_cleaned.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False,easy,
classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data_cleaned,classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data_cleaned__variant_04_of_05.json,classification,,,success,,,,,,,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/himanshunakrani_naive-bayes-classification-data/Naive-Bayes-Classification-Data_cleaned.csv,,1.0,['1:load_csv'],,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False,easy,
classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data_cleaned,classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data_cleaned__variant_05_of_05.json,classification,diabetes,logistic,success,,0.8286,0.8519,0.92,0.8846,35.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/himanshunakrani_naive-bayes-classification-data/Naive-Bayes-Classification-Data_cleaned.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data_cleaned.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False,easy,
classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease,classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease__variant_01_of_05.json,classification,target,logistic,success,,0.8852,0.8788,0.9062,0.8923,61.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/mahmoudshaheen1134_heart-disease-data/heart disease.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False,easy,
classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease,classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease__variant_02_of_05.json,classification,,,success,,,,,,,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/mahmoudshaheen1134_heart-disease-data/heart disease.csv,,0.0,[],,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False,easy,
classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease,classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease__variant_03_of_05.json,classification,target,logistic,success,,0.8852,0.8788,0.9062,0.8923,61.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/mahmoudshaheen1134_heart-disease-data/heart disease.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False,easy,
classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease,classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease__variant_04_of_05.json,classification,target,logistic,success,,0.8852,0.8788,0.9062,0.8923,61.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/mahmoudshaheen1134_heart-disease-data/heart disease.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False,easy,
classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease,classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease__variant_05_of_05.json,classification,,,failed,invalid literal for int() with base 10: '0.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80,,,,,,,,,,,,,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False,easy,
classification__easy__priyanshusethi_happiness-classification-dataset__happydata,classification__easy__priyanshusethi_happiness-classification-dataset__happydata__variant_01_of_05.json,classification,happy,logistic,success,,0.5517,0.5238,0.7857,0.6286,29.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/priyanshusethi_happiness-classification-dataset/happydata.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__easy__priyanshusethi_happiness-classification-dataset__happydata.pkl,2.0,"['1:train_classification_model', '1:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False,easy,
classification__easy__priyanshusethi_happiness-classification-dataset__happydata,classification__easy__priyanshusethi_happiness-classification-dataset__happydata__variant_02_of_05.json,classification,happy,logistic,success,,0.5517,0.5238,0.7857,0.6286,29.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/priyanshusethi_happiness-classification-dataset/happydata.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__easy__priyanshusethi_happiness-classification-dataset__happydata.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False,easy,
classification__easy__priyanshusethi_happiness-classification-dataset__happydata,classification__easy__priyanshusethi_happiness-classification-dataset__happydata__variant_03_of_05.json,classification,,,success,,,,,,,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/priyanshusethi_happiness-classification-dataset/happydata.csv,,1.0,['1:remove_duplicates'],,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False,easy,
classification__easy__priyanshusethi_happiness-classification-dataset__happydata,classification__easy__priyanshusethi_happiness-classification-dataset__happydata__variant_04_of_05.json,classification,happy,gradient_boosting,success,,,,,,29.0,2.0,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/priyanshusethi_happiness-classification-dataset/happydata.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__easy__priyanshusethi_happiness-classification-dataset__happydata.pkl,2.0,"['2:train_classification_model', '3:train_classification_model']",classification,0.9211,0.5172,0.4038,114.0,"['infoavail', 'housecost', 'schoolquality', 'policetrust', 'streetquality', 'ëvents']",/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__easy__priyanshusethi_happiness-classification-dataset__happydata.pkl,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__easy__priyanshusethi_happiness-classification-dataset__happydata_test_indices.json,,,,,,,,DeepSeek,Corrected (test_indices),False,easy,
classification__easy__priyanshusethi_happiness-classification-dataset__happydata,classification__easy__priyanshusethi_happiness-classification-dataset__happydata__variant_05_of_05.json,classification,happy,logistic,success,,0.5517,0.5238,0.7857,0.6286,29.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/priyanshusethi_happiness-classification-dataset/happydata.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__easy__priyanshusethi_happiness-classification-dataset__happydata.pkl,2.0,"['2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False,easy,
classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new,classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new__variant_01_of_05.json,classification,target,logistic,success,,0.8852,0.8788,0.9062,0.8923,61.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/ritwikb3_heart-disease-cleveland/Heart_disease_cleveland_new.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False,easy,
classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new,classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new__variant_02_of_05.json,classification,target,logistic,success,,0.8852,0.8788,0.9062,0.8923,61.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/ritwikb3_heart-disease-cleveland/Heart_disease_cleveland_new.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False,easy,
classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new,classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new__variant_03_of_05.json,classification,target,logistic,success,,0.8852,0.8788,0.9062,0.8923,61.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/ritwikb3_heart-disease-cleveland/Heart_disease_cleveland_new.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False,easy,
classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new,classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new__variant_04_of_05.json,classification,target,logistic,success,,0.8852,0.8788,0.9062,0.8923,61.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/ritwikb3_heart-disease-cleveland/Heart_disease_cleveland_new.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False,easy,
classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new,classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new__variant_05_of_05.json,classification,target,decision_tree,success,,0.7869,0.8519,0.7188,0.7797,61.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/ritwikb3_heart-disease-cleveland/Heart_disease_cleveland_new.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new.pkl,2.0,"['2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False,easy,
classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog,classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog__variant_01_of_05.json,classification,target,logistic,success,,0.9259,0.9474,0.8571,0.9,54.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/ritwikb3_heart-disease-statlog/Heart_disease_statlog.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False,easy,
classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog,classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog__variant_02_of_05.json,classification,target,logistic,success,,0.9259,0.9474,0.8571,0.9,54.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/ritwikb3_heart-disease-statlog/Heart_disease_statlog.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False,easy,
