dataset_id,artifact_file,task_type,target_column,model_type,status,error,accuracy,precision,recall,f1_score,test_samples,n_classes,is_binary,resolved_dataset_path,model_path,executed_tools,tool_flow,task,train_accuracy,test_accuracy,overfitting_gap,training_samples,features,model_saved,r2_score,mse,rmse,mae,mape,train_r2,test_r2
classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data_cleaned,classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data_cleaned__variant_05_of_05.json,classification,diabetes,logistic,success,,0.8286,0.8571,0.912,0.8837,175.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/himanshunakrani_naive-bayes-classification-data/Naive-Bayes-Classification-Data_cleaned.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data_cleaned.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease,classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease__variant_01_of_05.json,classification,target,logistic,success,,0.868,0.8531,0.9152,0.883,303.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/mahmoudshaheen1134_heart-disease-data/heart disease.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease,classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease__variant_02_of_05.json,classification,,,success,,,,,,,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/mahmoudshaheen1134_heart-disease-data/heart disease.csv,,0.0,[],,,,,,,,,,,,,,
classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease,classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease__variant_03_of_05.json,classification,target,logistic,success,,0.868,0.8531,0.9152,0.883,303.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/mahmoudshaheen1134_heart-disease-data/heart disease.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease,classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease__variant_04_of_05.json,classification,target,logistic,success,,0.868,0.8531,0.9152,0.883,303.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/mahmoudshaheen1134_heart-disease-data/heart disease.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease,classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease__variant_05_of_05.json,classification,,,failed,invalid literal for int() with base 10: '0.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80,,,,,,,,,,,,,,,,,,,,,,,,,
classification__easy__priyanshusethi_happiness-classification-dataset__happydata,classification__easy__priyanshusethi_happiness-classification-dataset__happydata__variant_01_of_05.json,classification,happy,logistic,success,,0.6014,0.6111,0.7143,0.6587,143.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/priyanshusethi_happiness-classification-dataset/happydata.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__easy__priyanshusethi_happiness-classification-dataset__happydata.pkl,2.0,"['1:train_classification_model', '1:evaluate_classification_model']",,,,,,,,,,,,,,
classification__easy__priyanshusethi_happiness-classification-dataset__happydata,classification__easy__priyanshusethi_happiness-classification-dataset__happydata__variant_02_of_05.json,classification,happy,logistic,success,,0.6014,0.6111,0.7143,0.6587,143.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/priyanshusethi_happiness-classification-dataset/happydata.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__easy__priyanshusethi_happiness-classification-dataset__happydata.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
classification__easy__priyanshusethi_happiness-classification-dataset__happydata,classification__easy__priyanshusethi_happiness-classification-dataset__happydata__variant_03_of_05.json,classification,,,success,,,,,,,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/priyanshusethi_happiness-classification-dataset/happydata.csv,,1.0,['1:remove_duplicates'],,,,,,,,,,,,,,
classification__easy__priyanshusethi_happiness-classification-dataset__happydata,classification__easy__priyanshusethi_happiness-classification-dataset__happydata__variant_04_of_05.json,classification,happy,gradient_boosting,success,,,,,,29.0,2.0,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/priyanshusethi_happiness-classification-dataset/happydata.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__easy__priyanshusethi_happiness-classification-dataset__happydata.pkl,2.0,"['2:train_classification_model', '3:train_classification_model']",classification,0.8947,0.6552,0.2396,114.0,"['infoavail', 'housecost', 'schoolquality', 'policetrust', 'streetquality', 'ëvents']",/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__easy__priyanshusethi_happiness-classification-dataset__happydata.pkl,,,,,,,
classification__easy__priyanshusethi_happiness-classification-dataset__happydata,classification__easy__priyanshusethi_happiness-classification-dataset__happydata__variant_05_of_05.json,classification,happy,logistic,success,,0.6014,0.6111,0.7143,0.6587,143.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/priyanshusethi_happiness-classification-dataset/happydata.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__easy__priyanshusethi_happiness-classification-dataset__happydata.pkl,2.0,"['2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new,classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new__variant_01_of_05.json,classification,target,logistic,success,,0.8482,0.8605,0.7986,0.8284,303.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/ritwikb3_heart-disease-cleveland/Heart_disease_cleveland_new.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new,classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new__variant_02_of_05.json,classification,target,logistic,success,,0.8482,0.8605,0.7986,0.8284,303.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/ritwikb3_heart-disease-cleveland/Heart_disease_cleveland_new.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new,classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new__variant_03_of_05.json,classification,target,logistic,success,,0.8482,0.8605,0.7986,0.8284,303.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/ritwikb3_heart-disease-cleveland/Heart_disease_cleveland_new.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new,classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new__variant_04_of_05.json,classification,target,logistic,success,,0.8482,0.8605,0.7986,0.8284,303.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/ritwikb3_heart-disease-cleveland/Heart_disease_cleveland_new.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new,classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new__variant_05_of_05.json,classification,target,decision_tree,success,,0.8614,0.9008,0.7842,0.8385,303.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/ritwikb3_heart-disease-cleveland/Heart_disease_cleveland_new.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new.pkl,2.0,"['2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog,classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog__variant_01_of_05.json,classification,target,logistic,success,,0.8593,0.8661,0.8083,0.8362,270.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/ritwikb3_heart-disease-statlog/Heart_disease_statlog.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog,classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog__variant_02_of_05.json,classification,target,logistic,success,,0.8593,0.8661,0.8083,0.8362,270.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/ritwikb3_heart-disease-statlog/Heart_disease_statlog.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog,classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog__variant_03_of_05.json,classification,target,logistic,success,,0.8593,0.8661,0.8083,0.8362,270.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/ritwikb3_heart-disease-statlog/Heart_disease_statlog.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog,classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog__variant_04_of_05.json,classification,target,logistic,success,,0.8593,0.8661,0.8083,0.8362,270.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/ritwikb3_heart-disease-statlog/Heart_disease_statlog.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog,classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog__variant_05_of_05.json,classification,,,success,,,,,,,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/ritwikb3_heart-disease-statlog/Heart_disease_statlog.csv,,0.0,[],,,,,,,,,,,,,,
classification__easy__robikscube_eye-state-classification-eeg-dataset__EEG_Eye_State_Classification,classification__easy__robikscube_eye-state-classification-eeg-dataset__EEG_Eye_State_Classification__variant_01_of_05.json,classification,eyeDetection,logistic,success,,0.6434,0.6417,0.4651,0.5393,14980.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/robikscube_eye-state-classification-eeg-dataset/EEG_Eye_State_Classification.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__easy__robikscube_eye-state-classification-eeg-dataset__EEG_Eye_State_Classification.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
classification__easy__robikscube_eye-state-classification-eeg-dataset__EEG_Eye_State_Classification,classification__easy__robikscube_eye-state-classification-eeg-dataset__EEG_Eye_State_Classification__variant_02_of_05.json,classification,eyeDetection,random_forest,success,,,,,,2996.0,2.0,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/robikscube_eye-state-classification-eeg-dataset/EEG_Eye_State_Classification.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__easy__robikscube_eye-state-classification-eeg-dataset__EEG_Eye_State_Classification.pkl,2.0,"['1:load_csv', '2:train_classification_model']",classification,1.0,0.9212,0.0788,11984.0,"['AF3', 'F7', 'F3', 'FC5', 'T7', 'P7', 'O1', 'O2', 'P8', 'T8', 'FC6', 'F4', 'F8', 'AF4']",/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__easy__robikscube_eye-state-classification-eeg-dataset__EEG_Eye_State_Classification.pkl,,,,,,,
