dataset_id,artifact_file,task_type,target_column,model_type,status,error,accuracy,precision,recall,f1_score,test_samples,n_classes,is_binary,resolved_dataset_path,model_path,executed_tools,tool_flow,task,train_accuracy,test_accuracy,overfitting_gap,training_samples,features,model_saved,train_r2,test_r2,rmse,mae,mse,r2_score,mape,pipeline_variant,model,difficulty
regression__hard__bobnau_daily-website-visitors__daily-website-visitors,regression__hard__bobnau_daily-website-visitors__daily-website-visitors.json,regression,Returning.Visits,linear,failed,"could not convert string to float: '1,036'",,,,,,,,,,,,,,,,,,,,,,,,,,1,Mistral,hard
regression__hard__deepcontractor_car-price-prediction-challenge__car_price_prediction,regression__hard__deepcontractor_car-price-prediction-challenge__car_price_prediction.json,regression,Price,random_forest,success,,,,,,19237.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/hard/deepcontractor_car-price-prediction-challenge/car_price_prediction_preprocessed.csv,/home/joshua/Code/ai_projects/amalia/backend/models/car_price_prediction_model.pkl,4.0,"['1:handle_missing_values', '1:encode_categorical', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,,85477.0567,3065.5139,7306327215.1562,0.7784724276155319,628.093,1,Mistral,hard
regression__hard__kanchana1990_colorado-real-estate-market-2026__colorado_real_estate_2026,regression__hard__kanchana1990_colorado-real-estate-market-2026__colorado_real_estate_2026.json,regression,garage,linear,failed,"Input X contains NaN.
LinearRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,1,Mistral,hard
regression__hard__milanvaddoriya_old-car-price-prediction__car_price,regression__hard__milanvaddoriya_old-car-price-prediction__car_price.json,regression,,,failed,get_column_info: Column 'None' not found,,,,,,,,,,,,,,,,,,,,,,,,,,1,Mistral,hard
regression__hard__spittman1248_cdc-data-nutrition-physical-activity-obesity__Nutrition__Physical_Activity__and_Obesity_-_Behavioral_Risk_Factor_Surveillance_System,regression__hard__spittman1248_cdc-data-nutrition-physical-activity-obesity__Nutrition__Physical_Activity__and_Obesity_-_Behavioral_Risk_Factor_Surveillance_System.json,classification,Class,naive_bayes,failed,"Input X contains NaN.
GaussianNB does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,1,Mistral,hard
regression__hard__taweilo_mba-admission-dataset__MBA,regression__hard__taweilo_mba-admission-dataset__MBA.json,regression,gpa,linear,success,,,,,,692.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/hard/taweilo_mba-admission-dataset/MBA_processed.csv,/home/joshua/Code/ai_projects/amalia/backend/models/regression_linear_MBA.joblib,3.0,"['1:handle_missing_values', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,,0.1038,0.0833,0.0108,0.2809183453894555,2.4765,1,Mistral,hard
regression__hard__valakhorasani_tehran-house-prices-dataset__TehranHouse,regression__hard__valakhorasani_tehran-house-prices-dataset__TehranHouse.json,regression,Price(USD),linear,success,,,,,,3479.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/hard/valakhorasani_tehran-house-prices-dataset/TehranHouse.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/regression__hard__valakhorasani_tehran-house-prices-dataset__TehranHouse.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,,0.0026,0.0021,0.0,1.0,0.0,1,Mistral,hard
regression__mid__CooperUnion_cardataset__data,regression__mid__CooperUnion_cardataset__data.json,regression,MSRP,linear,failed,"Input X contains NaN.
LinearRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,1,Mistral,medium
regression__mid__alamshihab075_health-and-lifestyle-data-for-diabetes-prediction__Diabetes_and_LifeStyle_Dataset ,regression__mid__alamshihab075_health-and-lifestyle-data-for-diabetes-prediction__Diabetes_and_LifeStyle_Dataset .json,regression,diagnosed_diabetes,ridge,success,,,,,,97297.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/alamshihab075_health-and-lifestyle-data-for-diabetes-prediction/Diabetes_and_LifeStyle_Dataset .csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/regression__mid__alamshihab075_health-and-lifestyle-data-for-diabetes-prediction__Diabetes_and_LifeStyle_Dataset .pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,,0.1363,0.0805,0.0186,0.9608772427766632,,1,Mistral,medium
regression__mid__camnugent_california-housing-prices__housing,regression__mid__camnugent_california-housing-prices__housing.json,regression,median_house_value,linear,failed,"Input X contains NaN.
LinearRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,1,Mistral,medium
regression__mid__harlfoxem_housesalesprediction__kc_house_data,regression__mid__harlfoxem_housesalesprediction__kc_house_data.json,regression,,,failed,can't multiply sequence by non-int of type 'numpy.float64',,,,,,,,,,,,,,,,,,,,,,,,,,1,Mistral,medium
regression__mid__hrokrin_the-largest-diamond-dataset-currely-on-kaggle__diamonds,regression__mid__hrokrin_the-largest-diamond-dataset-currely-on-kaggle__diamonds.json,classification,total_sales_price,naive_bayes,success,,0.5507372835691962,0.6016,0.5443,0.5582590345940955,219703.0,22202.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/hrokrin_the-largest-diamond-dataset-currely-on-kaggle/diamonds.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/regression__mid__hrokrin_the-largest-diamond-dataset-currely-on-kaggle__diamonds.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,1,Mistral,medium
regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan,regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan.json,regression,RiskScore,ridge,success,,,,,,20000.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/lorenzozoppelletto_financial-risk-for-loan-approval/Loan.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,,1.9492,1.5056,3.7993,0.9634564928786742,3.0474,1,Mistral,medium
regression__mid__mirichoi0218_insurance__insurance,regression__mid__mirichoi0218_insurance__insurance.json,regression,charges,gradient_boosting,success,,,,,,1338.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/mirichoi0218_insurance/insurance.csv,/home/joshua/Code/ai_projects/amalia/backend/models/regression_model.pkl,4.0,"['1:load_csv', '1:infer_data_types', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,,3850.9558,2162.0931,14829860.2228,0.8872531970299344,26.6765,1,Mistral,medium
regression__mid__ranitsarkar01_porter-delivery-time-estimation__dataset,regression__mid__ranitsarkar01_porter-delivery-time-estimation__dataset.json,regression,,,failed,filter_rows: Unknown condition: notnull,,,,,,,,,,,,,,,,,,,,,,,,,,1,Mistral,medium
regression__mid__rupals_gpu-runtime__sgemm_product,regression__mid__rupals_gpu-runtime__sgemm_product.json,regression,,,failed,get_column_info: Column 'None' not found,,,,,,,,,,,,,,,,,,,,,,,,,,1,Mistral,medium
regression__mid__yasserh_uber-fares-dataset__uber,regression__mid__yasserh_uber-fares-dataset__uber.json,regression,,,failed,get_column_info: Column 'None' not found,,,,,,,,,,,,,,,,,,,,,,,,,,1,Mistral,medium
classification__easy__abhishek14398_heart-disease-classification__heart,classification__easy__abhishek14398_heart-disease-classification__heart.json,classification,target,logistic,success,,0.8668066362427277,0.8531,0.9152,0.9030220619150768,303.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/abhishek14398_heart-disease-classification/heart.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__easy__abhishek14398_heart-disease-classification__heart.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,2,Mistral,easy
classification__easy__brsahan_genomic-data-for-cancer__gene_expression,classification__easy__brsahan_genomic-data-for-cancer__gene_expression.json,classification,Cancer Present,logistic,success,,,,,,600.0,2.0,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/brsahan_genomic-data-for-cancer/gene_expression.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__easy__brsahan_genomic-data-for-cancer__gene_expression.pkl,4.0,"['1:load_csv', '1:validate_csv_structure', '1:detect_duplicates', '2:train_classification_model']",classification,0.8542,0.8667,-0.0125,2400.0,"['Gene One', 'Gene Two']",/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__easy__brsahan_genomic-data-for-cancer__gene_expression.pkl,,,,,,,,2,Mistral,easy
classification__easy__fedesoriano_stellar-classification-dataset-sdss17__star_classification,classification__easy__fedesoriano_stellar-classification-dataset-sdss17__star_classification.json,classification,,,failed,get_column_info: Column 'None' not found,,,,,,,,,,,,,,,,,,,,,,,,,,2,Mistral,easy
classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data,classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data.json,classification,diabetes,naive_bayes,success,,,,,,199.0,2.0,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/himanshunakrani_naive-bayes-classification-data/Naive-Bayes-Classification-Data.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data.pkl,3.0,"['1:load_csv', '2:remove_duplicates', '3:train_classification_model']",classification,0.9347,0.9296,0.005,796.0,"['glucose', 'bloodpressure']",/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data.pkl,,,,,,,,2,Mistral,easy
classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease,classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease.json,classification,target,logistic,success,,0.8697895374497312,0.8531,0.9173,0.904596170861827,242.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/heart disease_train.csv,/home/joshua/Code/ai_projects/amalia/backend/models/heart_disease_model.pkl,5.0,"['1:load_csv', '2:validate_csv_structure', '3:split_dataset', '4:train_classification_model', '5:evaluate_classification_model']",,,,,,,,,,,,,,,2,Mistral,easy
classification__easy__priyanshusethi_happiness-classification-dataset__happydata,classification__easy__priyanshusethi_happiness-classification-dataset__happydata.json,classification,,,failed,get_column_info: Column 'None' not found,,,,,,,,,,,,,,,,,,,,,,,,,,2,Mistral,easy
classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new,classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new.json,classification,,,success,,,,,,,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/ritwikb3_heart-disease-cleveland/Heart_disease_cleveland_new.csv,,0.0,[],,,,,,,,,,,,,,,2,Mistral,easy
classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog,classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog.json,classification,target,logistic,success,,0.8659312469970412,0.8661,0.8083,0.8256232009921877,270.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/ritwikb3_heart-disease-statlog/Heart_disease_statlog.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,2,Mistral,easy
